Date,Option,Gain_Pct,Time,Spot_RVOL,Spot_Loc,Decision,Reason
2025-12-08,ADANIENT25DEC2100PE,103.34928229665073,09:21,0.2282530675755237,LowerHalf,REJECT,Low Vol (RVOL 0.2 < 2.5) + No Breakout (LowerHalf)
2025-12-08,AXISBANK25DEC1280PE,70.25089605734767,09:21,0.35118764780738243,LowerHalf,REJECT,Low Vol (RVOL 0.4 < 2.5) + No Breakout (LowerHalf)
2025-12-08,ASIANPAINT25DEC2860PE,69.26229508196721,09:22,0.27429517691068334,LowerHalf,REJECT,Low Vol (RVOL 0.3 < 2.5) + No Breakout (LowerHalf)
2025-12-08,GRASIM25DEC2780CE,70.26515151515153,09:22,0.3144692166483227,LowerHalf,REJECT,Low Vol (RVOL 0.3 < 2.5) + No Breakout (LowerHalf)
2025-12-08,AXISBANK25DEC1290PE,60.86956521739132,09:25,0.799879725974325,LowerHalf,REJECT,Low Vol (RVOL 0.8 < 2.5) + No Breakout (LowerHalf)
2025-12-08,AXISBANK25DEC1300PE,53.404255319148916,09:26,0.7935159299568159,LowerHalf,REJECT,Low Vol (RVOL 0.8 < 2.5) + No Breakout (LowerHalf)
2025-12-08,KOTAKBANK25DEC2160PE,78.44311377245509,09:26,0.38138356558565467,UpperHalf,REJECT,Low Vol (RVOL 0.4 < 2.5) + No Breakout (UpperHalf)
2025-12-08,TATACONSUM25DEC1140PE,107.74193548387099,09:29,0.07744713491920138,LowerHalf,REJECT,Low Vol (RVOL 0.1 < 2.5) + No Breakout (LowerHalf)
2025-12-08,TATACONSUM25DEC1170PE,77.74725274725276,09:30,0.7034788083100766,LowerHalf,REJECT,Low Vol (RVOL 0.7 < 2.5) + No Breakout (LowerHalf)
2025-12-08,AXISBANK25DEC1260PE,59.116022099447505,09:31,0.989050206494685,LowerHalf,REJECT,Low Vol (RVOL 1.0 < 2.5) + No Breakout (LowerHalf)
2025-12-08,AXISBANK25DEC1270PE,56.302521008403374,09:31,0.989050206494685,LowerHalf,REJECT,Low Vol (RVOL 1.0 < 2.5) + No Breakout (LowerHalf)
2025-12-08,ASIANPAINT25DEC2940PE,59.852941176470594,09:34,0.32860437327322595,LowerHalf,REJECT,Low Vol (RVOL 0.3 < 2.5) + No Breakout (LowerHalf)
2025-12-08,ASIANPAINT25DEC2880PE,59.523809523809526,09:35,0.2116494025361197,UpperHalf,REJECT,Low Vol (RVOL 0.2 < 2.5) + No Breakout (UpperHalf)
2025-12-08,ASIANPAINT25DEC2900PE,60.092807424593964,09:35,0.2116494025361197,UpperHalf,REJECT,Low Vol (RVOL 0.2 < 2.5) + No Breakout (UpperHalf)
2025-12-08,ASIANPAINT25DEC2920PE,55.9928443649374,09:35,0.2116494025361197,UpperHalf,REJECT,Low Vol (RVOL 0.2 < 2.5) + No Breakout (UpperHalf)
2025-12-08,ASIANPAINT25DEC2960PE,53.1322505800464,09:35,0.2116494025361197,UpperHalf,REJECT,Low Vol (RVOL 0.2 < 2.5) + No Breakout (UpperHalf)
2025-12-08,ASIANPAINT25DEC2980PE,52.69230769230771,09:35,0.2116494025361197,UpperHalf,REJECT,Low Vol (RVOL 0.2 < 2.5) + No Breakout (UpperHalf)
2025-12-08,HINDUNILVR25DEC2340PE,56.40243902439025,09:35,0.39731905082923963,LowerHalf,REJECT,Low Vol (RVOL 0.4 < 2.5) + No Breakout (LowerHalf)
2025-12-08,BEL25DEC405PE,148.5549132947977,09:39,15.721142798783779,LowerHalf,REJECT,No Breakout (LowerHalf)
2025-12-08,INDUSINDBK25DEC850PE,167.741935483871,09:41,0.8501567136607759,LowerHalf,REJECT,Low Vol (RVOL 0.9 < 2.5) + No Breakout (LowerHalf)
2025-12-08,TATACONSUM25DEC1130PE,103.33333333333331,09:42,0.007721868331112939,LowerHalf,REJECT,Low Vol (RVOL 0.0 < 2.5) + No Breakout (LowerHalf)
2025-12-08,BAJFINANCE25DEC1050PE,54.03050108932463,09:46,2.9095159662076497,LowerHalf,REJECT,No Breakout (LowerHalf)
2025-12-08,SBIN25DEC960PE,113.72549019607845,09:46,0.9087932132013798,LowerHalf,REJECT,Low Vol (RVOL 0.9 < 2.5) + No Breakout (LowerHalf)
2025-12-08,JSWSTEEL25DEC1100PE,220.00000000000003,09:47,0.7573922924821287,LowerHalf,REJECT,Low Vol (RVOL 0.8 < 2.5) + No Breakout (LowerHalf)
2025-12-08,JSWSTEEL25DEC1110PE,219.1176470588235,09:47,0.7573922924821287,LowerHalf,REJECT,Low Vol (RVOL 0.8 < 2.5) + No Breakout (LowerHalf)
2025-12-08,JSWSTEEL25DEC1120PE,193.33333333333331,09:47,0.7573922924821287,LowerHalf,REJECT,Low Vol (RVOL 0.8 < 2.5) + No Breakout (LowerHalf)
2025-12-08,JSWSTEEL25DEC1140PE,169.17562724014337,09:47,0.7573922924821287,LowerHalf,REJECT,Low Vol (RVOL 0.8 < 2.5) + No Breakout (LowerHalf)
2025-12-08,JSWSTEEL25DEC1150PE,151.26760563380282,09:47,0.7573922924821287,LowerHalf,REJECT,Low Vol (RVOL 0.8 < 2.5) + No Breakout (LowerHalf)
2025-12-08,NESTLEIND25DEC1210PE,119.25925925925927,09:47,0.37639440374065003,LowerHalf,REJECT,Low Vol (RVOL 0.4 < 2.5) + No Breakout (LowerHalf)
2025-12-08,NESTLEIND25DEC1250PE,87.3508353221957,09:47,0.37639440374065003,LowerHalf,REJECT,Low Vol (RVOL 0.4 < 2.5) + No Breakout (LowerHalf)
2025-12-08,JSWSTEEL25DEC1160PE,132.65306122448976,09:49,0.08820768856542255,LowerHalf,REJECT,Low Vol (RVOL 0.1 < 2.5) + No Breakout (LowerHalf)
2025-12-08,NESTLEIND25DEC1240PE,82.4712643678161,09:49,0.2350855020863685,LowerHalf,REJECT,Low Vol (RVOL 0.2 < 2.5) + No Breakout (LowerHalf)
2025-12-08,BAJAJFINSV25DEC2060PE,119.04761904761905,09:50,0.27463242305285945,LowerHalf,REJECT,Low Vol (RVOL 0.3 < 2.5) + No Breakout (LowerHalf)
2025-12-08,BEL25DEC410PE,102.77777777777779,09:50,19.216091120921888,LowerHalf,REJECT,No Breakout (LowerHalf)
2025-12-08,INDUSINDBK25DEC840PE,176.92307692307693,09:50,0.13119368681001967,LowerHalf,REJECT,Low Vol (RVOL 0.1 < 2.5) + No Breakout (LowerHalf)
2025-12-08,INDUSINDBK25DEC860PE,143.10344827586206,09:50,0.13119368681001967,LowerHalf,REJECT,Low Vol (RVOL 0.1 < 2.5) + No Breakout (LowerHalf)
2025-12-08,INDUSINDBK25DEC870PE,129.53929539295393,09:50,0.13119368681001967,LowerHalf,REJECT,Low Vol (RVOL 0.1 < 2.5) + No Breakout (LowerHalf)
2025-12-08,JSWSTEEL25DEC1130PE,170.5128205128205,09:50,0.09906991751743324,LowerHalf,REJECT,Low Vol (RVOL 0.1 < 2.5) + No Breakout (LowerHalf)
2025-12-08,NESTLEIND25DEC1220PE,116.66666666666663,09:50,0.44224610839103634,LowerHalf,REJECT,Low Vol (RVOL 0.4 < 2.5) + No Breakout (LowerHalf)
2025-12-08,DIVISLAB25DEC6300PE,150.6341463414634,09:51,0.022526717987148667,AboveUpper,REJECT,Low Vol (RVOL 0.0 < 2.5)
2025-12-08,DIVISLAB25DEC6400PE,122.03692674210839,09:51,0.022526717987148667,AboveUpper,REJECT,Low Vol (RVOL 0.0 < 2.5)
2025-12-08,DIVISLAB25DEC6450PE,120.66198595787361,09:51,0.022526717987148667,AboveUpper,REJECT,Low Vol (RVOL 0.0 < 2.5)
2025-12-08,JSWSTEEL25DEC1170PE,122.55639097744361,09:51,0.09822839731756192,LowerHalf,REJECT,Low Vol (RVOL 0.1 < 2.5) + No Breakout (LowerHalf)
2025-12-08,DIVISLAB25DEC6250PE,188.75000000000003,09:52,0.027498873470516414,UpperHalf,REJECT,Low Vol (RVOL 0.0 < 2.5) + No Breakout (UpperHalf)
2025-12-08,BAJAJ-AUTO25DEC9000PE,53.34268349696119,09:53,0.0,Mid,No Spot Data,No Data
2025-12-08,INDUSINDBK25DEC830PE,186.9230769230769,09:54,0.47963157774075443,LowerHalf,REJECT,Low Vol (RVOL 0.5 < 2.5) + No Breakout (LowerHalf)
2025-12-08,JSWSTEEL25DEC1180PE,103.33333333333331,09:55,0.20239448434697654,LowerHalf,REJECT,Low Vol (RVOL 0.2 < 2.5) + No Breakout (LowerHalf)
2025-12-08,BRITANNIA25DEC5800PE,129.79066022544282,09:56,0.0519392511385338,UpperHalf,REJECT,Low Vol (RVOL 0.1 < 2.5) + No Breakout (UpperHalf)
2025-12-08,INDUSINDBK25DEC880PE,108.05084745762711,09:56,0.0559143888579424,LowerHalf,REJECT,Low Vol (RVOL 0.1 < 2.5) + No Breakout (LowerHalf)
2025-12-08,BHARTIARTL25DEC2060PE,78.1818181818182,09:57,0.9878533948372318,LowerHalf,REJECT,Low Vol (RVOL 1.0 < 2.5) + No Breakout (LowerHalf)
2025-12-08,BRITANNIA25DEC5950PE,97.12793733681464,09:57,0.08583296931991827,UpperHalf,REJECT,Low Vol (RVOL 0.1 < 2.5) + No Breakout (UpperHalf)
2025-12-08,LT25DEC3900PE,66.30824372759857,09:57,0.1766517001543267,UpperHalf,REJECT,Low Vol (RVOL 0.2 < 2.5) + No Breakout (UpperHalf)
2025-12-08,LT25DEC4000PE,55.969191270860065,10:00,0.08199383749203948,UpperHalf,REJECT,Low Vol (RVOL 0.1 < 2.5) + No Breakout (UpperHalf)
2025-12-08,TITAN25DEC3740PE,78.92561983471073,10:01,0.10587001221468575,UpperHalf,REJECT,Low Vol (RVOL 0.1 < 2.5) + No Breakout (UpperHalf)
2025-12-08,ADANIPORTS25DEC1500PE,91.11111111111111,10:02,0.8128362549128675,LowerHalf,REJECT,Low Vol (RVOL 0.8 < 2.5) + No Breakout (LowerHalf)
2025-12-08,SBIN25DEC950PE,108.92857142857142,10:02,3.9949135677003618,LowerHalf,REJECT,No Breakout (LowerHalf)
2025-12-08,SBIN25DEC970PE,83.26530612244898,10:02,3.9949135677003618,LowerHalf,REJECT,No Breakout (LowerHalf)
2025-12-08,NTPC25DEC330PE,53.125,10:03,0.9196846436534661,LowerHalf,REJECT,Low Vol (RVOL 0.9 < 2.5) + No Breakout (LowerHalf)
2025-12-08,ADANIENT25DEC2200PE,75.04051863857374,10:04,0.4467260826643116,LowerHalf,REJECT,Low Vol (RVOL 0.4 < 2.5) + No Breakout (LowerHalf)
2025-12-08,ADANIPORTS25DEC1460PE,107.00934579439252,10:04,0.9274295931104759,LowerHalf,REJECT,Low Vol (RVOL 0.9 < 2.5) + No Breakout (LowerHalf)
2025-12-08,BAJAJFINSV25DEC2040PE,116.10942249240122,10:04,0.3406124342715322,LowerHalf,REJECT,Low Vol (RVOL 0.3 < 2.5) + No Breakout (LowerHalf)
2025-12-08,SBIN25DEC980PE,73.04347826086958,10:04,5.315963514140672,LowerHalf,REJECT,No Breakout (LowerHalf)
2025-12-08,ADANIPORTS25DEC1520PE,71.60305343511452,10:05,0.07689439835957763,LowerHalf,REJECT,Low Vol (RVOL 0.1 < 2.5) + No Breakout (LowerHalf)
2025-12-08,SBIN25DEC990PE,59.656652360515025,10:05,2.369562457684245,LowerHalf,REJECT,Low Vol (RVOL 2.4 < 2.5) + No Breakout (LowerHalf)
2025-12-08,ULTRACEMCO25DEC11300PE,74.1111111111111,10:08,0.009840582562486407,AboveUpper,REJECT,Low Vol (RVOL 0.0 < 2.5)
2025-12-08,INDUSINDBK25DEC820PE,178.84615384615387,10:09,0.40530075729886567,LowerHalf,REJECT,Low Vol (RVOL 0.4 < 2.5) + No Breakout (LowerHalf)
2025-12-08,BAJAJFINSV25DEC2020PE,100.37593984962403,10:10,0.24684185189484786,LowerHalf,REJECT,Low Vol (RVOL 0.2 < 2.5) + No Breakout (LowerHalf)
2025-12-08,BAJAJFINSV25DEC2100PE,70.79856972586413,10:10,0.24684185189484786,LowerHalf,REJECT,Low Vol (RVOL 0.2 < 2.5) + No Breakout (LowerHalf)
2025-12-08,BRITANNIA25DEC5900PE,83.62662586074983,10:15,0.13942557957192356,UpperHalf,REJECT,Low Vol (RVOL 0.1 < 2.5) + No Breakout (UpperHalf)
2025-12-08,TATASTEEL25DEC172.5PE,68.10344827586208,10:21,3.857466825335804,LowerHalf,REJECT,No Breakout (LowerHalf)
2025-12-08,BHARTIARTL25DEC2100PE,56.99373695198331,10:22,0.22194029001063573,LowerHalf,REJECT,Low Vol (RVOL 0.2 < 2.5) + No Breakout (LowerHalf)
2025-12-08,APOLLOHOSP25DEC7100PE,83.00653594771242,10:28,0.030983204573877807,UpperHalf,REJECT,Low Vol (RVOL 0.0 < 2.5) + No Breakout (UpperHalf)
2025-12-08,APOLLOHOSP25DEC7150PE,73.7857142857143,10:28,0.030983204573877807,UpperHalf,REJECT,Low Vol (RVOL 0.0 < 2.5) + No Breakout (UpperHalf)
2025-12-08,INDUSINDBK25DEC890PE,86.48208469055375,10:30,1.8434866072765783,LowerHalf,REJECT,Low Vol (RVOL 1.8 < 2.5) + No Breakout (LowerHalf)
2025-12-08,BRITANNIA25DEC6000PE,59.800951968844664,10:59,0.1813119471384177,UpperHalf,REJECT,Low Vol (RVOL 0.2 < 2.5) + No Breakout (UpperHalf)
2025-12-08,KOTAKBANK25DEC2100PE,73.76237623762377,11:00,0.4691134965339821,LowerHalf,REJECT,Low Vol (RVOL 0.5 < 2.5) + No Breakout (LowerHalf)
2025-12-08,APOLLOHOSP25DEC7200PE,57.642820380854346,11:05,0.012568203450723833,UpperHalf,REJECT,Low Vol (RVOL 0.0 < 2.5) + No Breakout (UpperHalf)
2025-12-08,DIVISLAB25DEC6350PE,106.58073270013568,11:05,0.322240067130426,UpperHalf,REJECT,Low Vol (RVOL 0.3 < 2.5) + No Breakout (UpperHalf)
2025-12-08,BRITANNIA25DEC5850PE,69.01785714285715,11:25,0.07511826546427207,UpperHalf,REJECT,Low Vol (RVOL 0.1 < 2.5) + No Breakout (UpperHalf)
2025-12-08,KOTAKBANK25DEC2080PE,66.89189189189187,11:30,0.5844260388900763,LowerHalf,REJECT,Low Vol (RVOL 0.6 < 2.5) + No Breakout (LowerHalf)
2025-12-08,TATACONSUM25DEC1160PE,69.55128205128204,11:33,0.09285112736410488,LowerHalf,REJECT,Low Vol (RVOL 0.1 < 2.5) + No Breakout (LowerHalf)
2025-12-08,TATACONSUM25DEC1180PE,66.66666666666666,11:37,0.29406498970544354,LowerHalf,REJECT,Low Vol (RVOL 0.3 < 2.5) + No Breakout (LowerHalf)
2025-12-08,TCS25DEC3100PE,87.5,11:42,0.6464142141394137,UpperHalf,REJECT,Low Vol (RVOL 0.6 < 2.5) + No Breakout (UpperHalf)
2025-12-08,KOTAKBANK25DEC2120PE,58.70967741935485,12:20,0.4455751355183611,LowerHalf,REJECT,Low Vol (RVOL 0.4 < 2.5) + No Breakout (LowerHalf)
2025-12-08,CIPLA25DEC1490PE,71.56398104265404,12:33,0.4714257572360335,LowerHalf,REJECT,Low Vol (RVOL 0.5 < 2.5) + No Breakout (LowerHalf)
2025-12-08,CIPLA25DEC1510PE,64.51612903225806,12:33,0.4714257572360335,LowerHalf,REJECT,Low Vol (RVOL 0.5 < 2.5) + No Breakout (LowerHalf)
2025-12-08,CIPLA25DEC1500PE,60.42402826855123,12:45,0.04481182561730409,LowerHalf,REJECT,Low Vol (RVOL 0.0 < 2.5) + No Breakout (LowerHalf)
2025-12-08,TATACONSUM25DEC1150PE,67.85714285714285,12:48,0.027273892112531842,LowerHalf,REJECT,Low Vol (RVOL 0.0 < 2.5) + No Breakout (LowerHalf)
2025-12-08,NESTLEIND25DEC1230PE,74.57044673539517,12:53,0.22605381909737687,LowerHalf,REJECT,Low Vol (RVOL 0.2 < 2.5) + No Breakout (LowerHalf)
2025-12-08,NESTLEIND25DEC1260PE,55.55555555555556,12:55,2.169116211254968,LowerHalf,REJECT,Low Vol (RVOL 2.2 < 2.5) + No Breakout (LowerHalf)
2025-12-08,BAJAJFINSV25DEC2080PE,66.66666666666666,13:15,0.23443968604925178,LowerHalf,REJECT,Low Vol (RVOL 0.2 < 2.5) + No Breakout (LowerHalf)
2025-12-08,ULTRACEMCO25DEC11400PE,60.40609137055836,13:20,0.04428207682940023,AboveUpper,REJECT,Low Vol (RVOL 0.0 < 2.5)
2025-12-08,INFY25DEC1560PE,51.31578947368421,13:21,0.636168145746655,LowerHalf,REJECT,Low Vol (RVOL 0.6 < 2.5) + No Breakout (LowerHalf)
2025-12-08,HDFCLIFE25DEC790PE,54.285714285714285,13:22,0.8650960281639615,LowerHalf,REJECT,Low Vol (RVOL 0.9 < 2.5) + No Breakout (LowerHalf)
2025-12-08,ULTRACEMCO25DEC11200PE,52.28571428571428,13:22,0.06977302536047283,AboveUpper,REJECT,Low Vol (RVOL 0.1 < 2.5)
2025-12-08,CIPLA25DEC1480PE,53.76344086021505,13:33,1.7584943554016752,LowerHalf,REJECT,Low Vol (RVOL 1.8 < 2.5) + No Breakout (LowerHalf)
2025-12-08,TITAN25DEC3760PE,68.6178861788618,13:33,0.05318284500878217,UpperHalf,REJECT,Low Vol (RVOL 0.1 < 2.5) + No Breakout (UpperHalf)
2025-12-08,TITAN25DEC3720PE,65.27777777777779,13:45,0.08399072288731711,UpperHalf,REJECT,Low Vol (RVOL 0.1 < 2.5) + No Breakout (UpperHalf)
2025-12-09,ADANIENT25DEC2300CE,65.80516898608352,09:15,,LowerHalf,REJECT,No Breakout (LowerHalf)
2025-12-09,ASIANPAINT25DEC2800PE,389.5238095238095,09:15,,LowerHalf,REJECT,No Breakout (LowerHalf)
2025-12-09,ASIANPAINT25DEC2820PE,261.7647058823529,09:15,,LowerHalf,REJECT,No Breakout (LowerHalf)
2025-12-09,ASIANPAINT25DEC2840PE,225.50335570469798,09:15,,LowerHalf,REJECT,No Breakout (LowerHalf)
2025-12-09,ASIANPAINT25DEC2860PE,241.8837675350701,09:15,,LowerHalf,REJECT,No Breakout (LowerHalf)
2025-12-09,ASIANPAINT25DEC2880PE,184.84848484848487,09:15,,LowerHalf,REJECT,No Breakout (LowerHalf)
2025-12-09,ASIANPAINT25DEC2900PE,219.44444444444446,09:15,,LowerHalf,REJECT,No Breakout (LowerHalf)
2025-12-09,RELIANCE25DEC1520PE,96.33027522935778,09:15,,LowerHalf,REJECT,No Breakout (LowerHalf)
2025-12-09,TATACONSUM25DEC1150PE,166.16161616161617,09:15,,LowerHalf,REJECT,No Breakout (LowerHalf)
2025-12-09,M&M25DEC3600PE,63.87499999999999,09:16,0.0,Mid,No Spot Data,No Data
2025-12-09,TCS25DEC3100PE,54.5081967213115,09:16,0.2923037704568039,UpperHalf,REJECT,Low Vol (RVOL 0.3 < 2.5) + No Breakout (UpperHalf)
